9F5FHW94+J6,Bahrenfeld,0,68
9F5FJX5P+CQ,Groß Borstel,0,68
9F5GM3JP+CM,Lemsahl-Mellingstedt,0,68
9F5GP42J+Q6,Wohldorf-Ohlstedt,0,68
9F5GP443+6P,Duvenstedt,0,68
9F5GF3VH+CV,Tatenberg,0,68
9F5FHR2V+XP,Nienstedten,0,68
9F5FHV8H+6M,Groß Flottbek,0,68
9F5GG55X+H8,Lohbrügge,0,68
9F5GH2HV+X8,Barmbek-Süd,0,68
9F5FHQM4+VH,Rissen,0,68
9F5GF28H+VV,Neuland,0,68
9F5GH24M+28,Borgfelde,0,68
9F5FHX35+HQ,St. Pauli,0,68
9F5FGXVW+58,HafenCity,0,68
9F5GH3GG+C6,Wandsbek,0,68
9F5GM34F+HM,Poppenbüttel,0,68
9F5FGWXW+V4,Altona-Altstadt,0,68
9F5FFQ9R+7M,Neu Wulmstorf,0,70
9F5FHXRP+5Q,Eppendorf,0,68
9F5FGXXH+XJ,Neustadt,0,68
9F5GC6XH+JJ,Curslack,0,68
9F5FGXQ6+PJ,Steinwerder,0,68
9F5GM275+88,Langenhorn,0,68
9F5GJ535+H7,Rahlstedt,0,68
9F5GC777+JV,Drage,0,70
9F5FHW6V+HV,Altona-Nord,0,68
9F5GJ3VQ+6V,Wellingsbüttel,0,68
9F5GF3J8+HH,Spadenland,0,68
9F5GF4XM+MR,Billwerder,0,68
9F5GG2WG+PJ,Hammerbrook,0,68
9F5GG35M+M4,Moorfleet,0,68
9F5FHV4Q+24,Othmarschen,0,68
9F5GC5CX+7X,Kirchwerder,0,68
9F5GH332+9G,Hamm,0,68
9F5FJR2P+4H,Schenefeld,0,69
9F5FHR53+26,Blankenese,0,68
9F5GC6VF+X8,Neuengamme,0,68
9F5GH247+QM,St. Georg,0,68
9F5GJ5X7+CW,Volksdorf,0,68
9F5FHXC2+X2,Eimsbüttel,0,68
9F5FGXHX+C3,Kleiner Grasbrook,0,68
9F5FHW49+2W,Ottensen,0,68
9F5FGW3C+V6,Altenwerder,0,68
9F5GH4P9+Q2,Tonndorf,0,68
9F5GF3GJ+3C,Ochsenwerder,0,68
9F5FJW38+XC,Eidelstedt,0,68
9F5FJX24+XM,Lokstedt,0,68
9F5GF6PG+8M,Bergedorf,0,68
9F5GG2PP+6Q,Rothenburgsort,0,68
9F5GC2X9+Q6,Gut Moor,0,68
9F5FHRHH+66,Iserbrook,0,68
9F5GH28W+V3,Eilbek,0,68
9F5FJVWV+Q9,Ellerbek,0,70
9F5GG2HC+4M,Veddel,0,68
9F5GH38J+3X,Marienthal,0,68
9F5GM428+VQ,Sasel,0,68
9F5GG3HP+2P,Billbrook,0,68
9F5GH4GH+V6,Jenfeld,0,68
9F5GF4MG+C2,Allermöhe,0,68
9F5FMW29+M9,Bus Grothwisch,0,161
9F5FHW6J+22,SB 24,0,162
9F5GH33M+HF,U Horner Rennbahn,1,166
9F5GG3WW+W5,U Legienstraße,1,166
9F5GH24R+8R,U Burgstraße,1,166
9F5GH338+MC,U Rauhes Haus,1,166
9F5GH3RQ+M3,Bus Angerburger Straße,0,161
9F5GH3VP+JF,Bus Voßkulen,0,161
9F5GH3VP+X7,Bus Voßkulen Linie 118,0,161
9F5FHQ7V+GQ,Schinckels Park,0,40
9F5FHQ6V+CJ,Bismarckstein,0,147
9F5FHR48+CF,Blankenese Oberfeuer,0,163
9F5FFX7J+6H,Oktober Harburg,0,29
9F5FGXX6+C8,Hans-Albers-Denkmal,0,147
9F5FGX2V+P3,Menge Apotheke,0,34
9F5FGX2R+PM,Bus Mengestraße,0,161
9F5FHX9C+72,U Schlump,1,166
9F5FHXMP+G4,U Eppendorfer Baum,1,166
9F5GH2R2+4C,U Sierichstraße,1,166
9F5GH2R7+7W,U Borgweg (Stadtpark),1,166
9F5FFQWH+6X,"Bus Rübke, Nincoper Deich 29-33",0,161
9F5FFQR9+5H,"Bus Rübke, Buxtehuder Straße 40",0,161
9F5FHR53+53,Der Treppenkraemer,0,25
9F5GH2WC+MJ,Café am Planschbecken,0,25
9F5FFX6J+WR,Hünkar,0,29
9F5FFX6J+PR,Sparda-Bank,0,46
9F5FFX5J+79,Medio Apotheke,0,34
9F5GG38W+9F,Bus Billwerder-Moorfleet,0,161
9F5GH4W2+X7,Edeka Stöver,0,105
